1	0	0
2	0	0.083333
3	0	0.16667
4	0	0.25
5	0	0.3
6	0	0.35
7	0	0.4
8	0	0.45
9	0	0.475
10	0	0.5
11	0	0.525
12	0	0.55
13	0	0.6
14	0	0.65
15	0	0.7
16	0	0.75
17	0	0.83333
18	0	0.91667
19	0	1
20	0.083333	0
21	0.083333	0.083333
22	0.083333	0.16667
23	0.083333	0.25
24	0.083333	0.3
25	0.083333	0.35
26	0.083333	0.4
27	0.083333	0.45
28	0.083333	0.475
29	0.083333	0.5
30	0.083333	0.525
31	0.083333	0.55
32	0.083333	0.6
33	0.083333	0.65
34	0.083333	0.7
35	0.083333	0.75
36	0.083333	0.83333
37	0.083333	0.91667
38	0.083333	1
39	0.16667	0
40	0.16667	0.083333
41	0.16667	0.16667
42	0.16667	0.25
43	0.16667	0.3
44	0.16667	0.35
45	0.16667	0.4
46	0.16667	0.45
47	0.16667	0.475
48	0.16667	0.5
49	0.16667	0.525
50	0.16667	0.55
51	0.16667	0.6
52	0.16667	0.65
53	0.16667	0.7
54	0.16667	0.75
55	0.16667	0.83333
56	0.16667	0.91667
57	0.16667	1
58	0.25	0
59	0.25	0.083333
60	0.25	0.16667
61	0.25	0.25
62	0.25	0.3
63	0.25	0.35
64	0.25	0.4
65	0.25	0.45
66	0.25	0.475
67	0.25	0.5
68	0.25	0.525
69	0.25	0.55
70	0.25	0.6
71	0.25	0.65
72	0.25	0.7
73	0.25	0.75
74	0.25	0.83333
75	0.25	0.91667
76	0.25	1
77	0.3	0
78	0.3	0.083333
79	0.3	0.16667
80	0.3	0.25
81	0.3	0.3
82	0.3	0.35
83	0.3	0.4
84	0.3	0.45
85	0.3	0.475
86	0.3	0.5
87	0.3	0.525
88	0.3	0.55
89	0.3	0.6
90	0.3	0.65
91	0.3	0.7
92	0.3	0.75
93	0.3	0.83333
94	0.3	0.91667
95	0.3	1
96	0.35	0
97	0.35	0.083333
98	0.35	0.16667
99	0.35	0.25
100	0.35	0.3
101	0.35	0.35
102	0.35	0.4
103	0.35	0.45
104	0.35	0.475
105	0.35	0.5
106	0.35	0.525
107	0.35	0.55
108	0.35	0.6
109	0.35	0.65
110	0.35	0.7
111	0.35	0.75
112	0.35	0.83333
113	0.35	0.91667
114	0.35	1
115	0.4	0
116	0.4	0.083333
117	0.4	0.16667
118	0.4	0.25
119	0.4	0.3
120	0.4	0.35
121	0.4	0.4
122	0.4	0.45
123	0.4	0.475
124	0.4	0.5
125	0.4	0.525
126	0.4	0.55
127	0.4	0.6
128	0.4	0.65
129	0.4	0.7
130	0.4	0.75
131	0.4	0.83333
132	0.4	0.91667
133	0.4	1
134	0.45	0
135	0.45	0.083333
136	0.45	0.16667
137	0.45	0.25
138	0.45	0.3
139	0.45	0.35
140	0.45	0.4
141	0.45	0.45
142	0.45	0.475
143	0.45	0.5
144	0.45	0.525
145	0.45	0.55
146	0.45	0.6
147	0.45	0.65
148	0.45	0.7
149	0.45	0.75
150	0.45	0.83333
151	0.45	0.91667
152	0.45	1
153	0.475	0
154	0.475	0.083333
155	0.475	0.16667
156	0.475	0.25
157	0.475	0.3
158	0.475	0.35
159	0.475	0.4
160	0.475	0.45
161	0.475	0.55
162	0.475	0.6
163	0.475	0.65
164	0.475	0.7
165	0.475	0.75
166	0.475	0.83333
167	0.475	0.91667
168	0.475	1
169	0.5	0
170	0.5	0.083333
171	0.5	0.16667
172	0.5	0.25
173	0.5	0.3
174	0.5	0.35
175	0.5	0.4
176	0.5	0.45
177	0.5	0.55
178	0.5	0.6
179	0.5	0.65
180	0.5	0.7
181	0.5	0.75
182	0.5	0.83333
183	0.5	0.91667
184	0.5	1
185	0.525	0
186	0.525	0.083333
187	0.525	0.16667
188	0.525	0.25
189	0.525	0.3
190	0.525	0.35
