191	0.525	0.4
192	0.525	0.45
193	0.525	0.55
194	0.525	0.6
195	0.525	0.65
196	0.525	0.7
197	0.525	0.75
198	0.525	0.83333
199	0.525	0.91667
200	0.525	1
201	0.55	0
202	0.55	0.083333
203	0.55	0.16667
204	0.55	0.25
205	0.55	0.3
206	0.55	0.35
207	0.55	0.4
208	0.55	0.45
209	0.55	0.475
210	0.55	0.5
211	0.55	0.525
212	0.55	0.55
213	0.55	0.6
214	0.55	0.65
215	0.55	0.7
216	0.55	0.75
217	0.55	0.83333
218	0.55	0.91667
219	0.55	1
220	0.6	0
221	0.6	0.083333
222	0.6	0.16667
223	0.6	0.25
224	0.6	0.3
225	0.6	0.35
226	0.6	0.4
227	0.6	0.45
228	0.6	0.475
229	0.6	0.5
230	0.6	0.525
231	0.6	0.55
232	0.6	0.6
233	0.6	0.65
234	0.6	0.7
235	0.6	0.75
236	0.6	0.83333
237	0.6	0.91667
238	0.6	1
239	0.65	0
240	0.65	0.083333
241	0.65	0.16667
242	0.65	0.25
243	0.65	0.3
244	0.65	0.35
245	0.65	0.4
246	0.65	0.45
247	0.65	0.475
248	0.65	0.5
249	0.65	0.525
250	0.65	0.55
251	0.65	0.6
252	0.65	0.65
253	0.65	0.7
254	0.65	0.75
255	0.65	0.83333
256	0.65	0.91667
257	0.65	1
258	0.7	0
259	0.7	0.083333
260	0.7	0.16667
261	0.7	0.25
262	0.7	0.3
263	0.7	0.35
264	0.7	0.4
265	0.7	0.45
266	0.7	0.475
267	0.7	0.5
268	0.7	0.525
269	0.7	0.55
270	0.7	0.6
271	0.7	0.65
272	0.7	0.7
273	0.7	0.75
274	0.7	0.83333
275	0.7	0.91667
276	0.7	1
277	0.75	0
278	0.75	0.083333
279	0.75	0.16667
280	0.75	0.25
281	0.75	0.3
282	0.75	0.35
283	0.75	0.4
284	0.75	0.45
285	0.75	0.475
286	0.75	0.5
287	0.75	0.525
288	0.75	0.55
289	0.75	0.6
290	0.75	0.65
291	0.75	0.7
292	0.75	0.75
293	0.75	0.83333
294	0.75	0.91667
295	0.75	1
296	0.83333	0
297	0.83333	0.083333
298	0.83333	0.16667
299	0.83333	0.25
300	0.83333	0.3
301	0.83333	0.35
302	0.83333	0.4
303	0.83333	0.45
304	0.83333	0.475
305	0.83333	0.5
306	0.83333	0.525
307	0.83333	0.55
308	0.83333	0.6
309	0.83333	0.65
310	0.83333	0.7
311	0.83333	0.75
312	0.83333	0.83333
313	0.83333	0.91667
314	0.83333	1
315	0.91667	0
316	0.91667	0.083333
317	0.91667	0.16667
318	0.91667	0.25
319	0.91667	0.3
320	0.91667	0.35
321	0.91667	0.4
322	0.91667	0.45
323	0.91667	0.475
324	0.91667	0.5
325	0.91667	0.525
326	0.91667	0.55
327	0.91667	0.6
328	0.91667	0.65
329	0.91667	0.7
330	0.91667	0.75
331	0.91667	0.83333
332	0.91667	0.91667
333	0.91667	1
334	1	0
335	1	0.083333
336	1	0.16667
337	1	0.25
338	1	0.3
339	1	0.35
340	1	0.4
341	1	0.45
342	1	0.475
343	1	0.5
344	1	0.525
345	1	0.55
346	1	0.6
347	1	0.65
348	1	0.7
349	1	0.75
350	1	0.83333
351	1	0.91667
352	1	1
